id,name,address
0,Homewood Suites by Hilton Seattle-Tacoma Airport/Tukwila,"6955 Fort Dent Way, Tukwila, WA 98188"
0,Motel 6 Seattle Sea-Tac Airport South,"18900 47th Ave S, Seattle, WA 98188"
0,Hostelling International Seattle at the American Hotel,"520 S King St, Seattle, WA 98104"
0,Green Tortoise Hostel Seattle,"105 Pike St, Seattle, WA 98101"
0,Days Inn Seattle South Tukwila,"13050 48th Ave S, Seattle, WA 98168"
0,Econo Lodge SeaTac Airport North,"13910 Tukwila International Blvd, Seattle, WA 98168"
0,Days Inn by Wyndham Seattle North of Downtown,"9100 Aurora Ave N, Seattle, WA 98103"
0,Travelodge by Wyndham Seattle North of Downtown,"8512 Aurora Ave N, Seattle, WA 98103"
0,Comfort Inn & Suites,"13700 Aurora Ave N, Seattle, WA 98133"
0,MarQueen Hotel,"600 Queen Anne Ave N, Seattle, WA 98109"
0,Roy Street Commons,"621 12th Ave E, Seattle, WA 98102"
0,Hotel Seattle,"315 Seneca Street, Seattle, WA 98101"
0,Hotel Seattle,"316 Seneca St, Seattle, WA 98101"
0,Columbus Motor Inn,"9613 Aurora Avenue North, Seattle, WA 98103"
0,Holiday Inn Express & Suites North Seattle - Shoreline,"14115 Aurora Ave N, Seattle, WA 98133"
0,Travelodge by Wyndham Seattle University,"4725 25th Ave NE, Seattle, WA 98105"
0,Comfort Inn & Suites,"13700 Aurora Avenue North, Seattle, Washington 98133"
0,Crown Inn Motel,"9501 Aurora Ave N, Seattle, WA 98103"
0,Roy Street Commons,"621 12th Avenue East, Seattle, Washington 98102"
0,Seattle Inn Northgate,"12035 Aurora Ave N, Seattle, WA 98133"
0,Seattle Inn Northgate,"12035 Aurora Ave N, Seattle, WA 98133"
0,Marco Polo Motel,"4114 Aurora North, Seattle, WA 98103"
0,Ballard Inn,"5300 Ballard Ave NW, Seattle, WA 98107"
0,The Loyal Inn,"2301 8th Ave, Seattle, WA 98121"
0,Kings Inn,"2106 5th Ave, Seattle, WA 98121"
0,New La Hacienda Motel,"5414 1st Ave S, Seattle, WA 98108"
0,Nites Inn Motel,"11746 Aurora Ave N, Seattle, WA 98133"
0,Americas Best Value Inn Shoreline / Seattle North,"14817 Aurora Ave N, Shoreline, WA 98133"
0,Knights Inn Tukwila,"14110 Tukwila International Blvd, Tukwila, WA 98168"
0,Extended Stay America - Seattle - Northgat,"13300 Stone Ave N, Seattle, WA 98133"
0,University Motel Suites,"4731 12th Ave NE, Seattle, WA 98105"
0,Graduate Seattle,"4507 Brooklyn Ave NE, Seattle, WA 98105"
0,Econo Lodge Renton-Bellevue,"4710 Lake Washington Blvd NE, Renton, WA 98056"
0,Chittenden House Bed and Breakfast,"5649 47th Ave SW, Seattle, WA 98136"
0,Emerald Motel,"12045 Aurora Ave N, Seattle, WA 98133"
0,Stay Alfred on 4th Avenue,"2201 4th Ave, Seattle, WA 98121"
0,Silver Cloud Hotel - Seattle Stadium,"1046 1st Ave S, Seattle, WA 98134"
0,Renaissance Seattle Hotel,"515 Madison St, Seattle, WA 98104"
0,Quality Inn & Suites Seattle Center,"618 John Street, Seattle, Washington 98109"
0,The Baroness Hotel,"1005 Spring St, Seattle, WA 98104"
0,Renaissance Seattle Hotel,"515 Madison Street, Seattle, Washington 98104"
0,Kimpton Palladian Hotel,"2000 2nd Ave, Seattle, WA 98121"
0,Panama Hotel and Tea House,"605 S Main St, Seattle, WA 98104"
0,Four Points by Sheraton Downtown Seattle Center,"601 Roy St, Seattle, WA 98109"
0,"Loews Hotel 1000, Seattle","1000 1st Ave, Seattle, WA 98104"
0,Quality Inn & Suites Seattle Center,"618 John St, Seattle, WA 98109"
0,EVEN Hotel Seattle - South Lake Union,"527 Fairview Ave N, Seattle, WA 98109"
0,Hotel Theodore,"1531 7th Ave, Seattle, WA 98101"
0,Hotel Hotel,"3515 Fremont Ave N, Seattle, WA 98103"
0,Silver Cloud Hotel - Seattle Broadway,"1100 Broadway, Seattle, WA 98122"
0,Residence Inn by Marriott Seattle Downtown/Lake Union,"800 Fairview Ave N, Seattle, WA 98109"
0,Mediterranean Inn,"425 Queen Anne Ave N, Seattle, WA 98109"
0,Executive Inn By The Space Needle,"200 Taylor Ave N, Seattle, WA 98109"
0,The Maxwell Hotel - A Staypineapple Hotel,"300 Roy St, Seattle, WA 98109"
0,Hyatt At Olive 8,"1635 8th Ave, Seattle, WA 98101"
0,Hyatt At Olive 9,"1635 8th Ave, Seattle, WA 98101"
0,Silver Cloud Inn - Seattle Lake Union,"1150 Fairview Ave N, Seattle, WA 98109"
0,The Bacon Mansion Bed and Breakfast,"4528, 959 Broadway E, Seattle, WA 98102"
0,Homewood Suites by Hilton Seattle Downtown,"206 Western Ave W, Seattle, WA 98119"
0,Georgetown Inn,"6100 Corson Ave S, Seattle, WA 98108"
0,The Inn at Virginia Mason,"1006 Spring St, Seattle, WA 98104"
0,The Grove West Seattle Inn,"3512 SW Alaska St, Seattle, WA 98126"
0,Watertown Hotel - A Staypineapple Hotel,"4242 Roosevelt Way NE, Seattle, WA 98105"
0,The State Hotel,"1501 2nd Ave, Seattle, WA 98101"
0,Moore Hotel,"1926 2nd Ave, Seattle, WA 98101"
0,The College Inn,"4000 University Way NE, Seattle, WA 98115"
0,Hotel Five - A Staypineapple Hotel,"2200 5th Ave, Seattle, WA 98121"
0,"The Charter Hotel Seattle, Curio Collection by Hilton","1610 2nd Ave, Seattle, WA 98101"
0,Staybridge Suites Seattle Downtown - Lake Union,"1119 Mercer St, Seattle, WA 98109"
0,University Inn - A Staypineapple Hotel,"4140 Roosevelt Way NE, Seattle, WA 98105"
0,Talaris Conference Center,"4000 NE 41st St, Seattle, WA 98105"
0,"The Sound Hotel Seattle Belltown, Tapestry Collection by Hilton","2120 4th Ave, Seattle, WA 98121"
0,Gaslight Inn,"1727 15th Ave, Seattle, WA 98122"
0,Stay Alfred on 1st Avenue,"1200 Western Ave, Seattle, WA 98101"
0,WorldMark Seattle - The Camlin,"1619 9th Ave, Seattle, WA 98101"
0,Inn at the WAC,"1325 6th Ave, Seattle, WA 98101"
0,Mozart Guest House,"1013 15th Ave E, Seattle, WA 98112"
0,Hyatt Regency Lake Washington At SeattleS Southport,"1053 Lake Washington Blvd N, Renton, WA 98056"
0,Pensione Nichols Bed and Breakfast,"1923 1st Ave, Seattle, WA 98101"
0,Bed and Breakfast Inn Seattle,"1808 E Denny Way, Seattle, WA 98122"
0,Civic Hotel,"325 7th Ave, Seattle, WA 98109"
0,Stay Alfred on Elliott Avenue,"2334 Elliott Ave, Seattle, WA 98121"
0,Shafer Baillie Mansion Bed & Breakfast,"907 14th Ave E, Seattle, WA 98112"
0,11th Avenue Inn Bed and Breakfast,"121 11th Ave E, Seattle, WA 98102"
0,Hyatt Regency Lake Washington At SeattleS Southport,"1053 Lake WA Boulevard North, Renton, Washington 98056"
0,Oakwood Seattle South Lake Union,"717 Dexter Ave N, Seattle, WA 98109"
0,citizenM Seattle South Lake Union hotel,"201 Westlake Avenue North, Seattle, Washington 98109"
0,Mildred's Bed and Breakfast,"1202 15th Ave E, Seattle, WA 98112"
0,First Hill Apartments,"400 10th Ave, Seattle, WA 98122"
0,Hampton Inn Seattle/Southcenter,"7200 S 156th St, Tukwila, WA 98188"
0,The Halcyon Suite Du Jour,"1125 9th Ave W, Seattle, WA 98119"
0,Vermont Inn,"2721 4th Ave, Seattle, WA 98121"
0,Stay Alfred on Wall Street,"2515 4th Ave, Seattle, WA 98121"
A,Pike's Place Lux Suites by Barsala,"2nd Ave and Stewart St, Seattle, WA 98101"
a,Pike's Place Lux Suites by Barsala,"2rd Ave and Stewart St, Seattle, WA 98101"
0,citizenM Seattle South Lake Union hotel,"201 Westlake Ave N, Seattle, WA 98109"
